Query_Doc@Source_Doc,Query_Sentence,Source_Sentence,Cosine_Similarity_Score
PRIZM.docx@Nxt.docx,"since any node can request an effective balance for any active account, it is possible to go through all active accounts to determine their individual hit value.","since any node can query the effective balance for any active account, it is possible to iterate through all active accounts in order to determine their individual hit value.",0.971518219
Qtum.docx@truebit.docx,"in proceedings of the 2016 acm sigsac conference on computer and communications security, ccs ’16, pages 17–30, new york, ny, usa, 2016. acm.","in proceedings of the 2014 acm sigsac conference on computer and communications security, ccs ’14, pages 1304–1316, new york, ny, usa, 2014. acm.",0.971264005
PRIZM.docx@Nxt.docx,"this is done by ""hashing"" combining all bitcoin transactions occurring within the last ten minutes, and trying to encrypt them into a block of data, which also coincidentally has a certain number of consecutive zeros in it.","this is done by ""hashing"" bundling all bitcoin transactions occurring over the past ten minutes and trying to encrypt them into a block of data that also coincidentally has a certain number of consecutive zeros in it.",0.971213043
StakeNet.docx@LUXCoin.docx,this white paper does not constitute a prospectus or oﬀer document of any sort and is not intended to constitute an oﬀer of securities or a solicitation for investment in securities in any jurisdiction.,this white paper does not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.,0.971211255
StakeNet.docx@LUXCoin.docx,this white paper does not constitute a prospectus or oﬀer document of any sort and is not intended to constitute an oﬀer of securities or a solicitation for investment in securities in any jurisdiction.,this white paper does not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.,0.971211255
Sport_and_Leisure.docx@AllSports.docx,"asset trading of sports ips
although the commercial value of sports ip assets has been recognized by the snl, there are still many problems in the overall development.","asset trading of sports ips

although the commercial value of sports ip assets has been recognised by the society, there are still many problems in the overall development.",0.970374823
Sport_and_Leisure.docx@AllSports.docx,"in addition to building the underlying sdk based on the sport and leisure public blockchain, it also provides customized user-end application, including but not limited to pc end, h5 webpage, app (ios & android), mini programmed, etc.","in addition to building the underlying sdk based on the all sports public blockchain, it also provides customised user-­‐end application, including but not limited to pc end, h5 webpage, app(ios & android), miniprogramme,etc.",0.970323622
StakeNet.docx@LIFE.docx,this white paper does not constitute a prospectus or oﬀer document of any sort and is not intended to constitute an oﬀer of securities or a solicitation for investment in securities in any jurisdiction.,"this white paper does not constitute a prospectus or offer document of any sort, and is not intended to constitute an offer of securities or a solicitation for investments in securities in any jurisdiction.",0.969825029
Origo.docx@Zilliqa.docx,"e. ben-sasson, a. chiesa, e. tromer, and m. virza, succinct non-interactive zero knowledge for a von neumann architecture, in proceedings of the 23rd usenix conference on security symposium, sec’14, pp.","e. ben-sasson, a. chiesa, e. tromer, and m. virza, “succinct noninteractive zero knowledge for a von neumann architecture,” in proceedings of the 23rd usenix security symposium, san diego, ca, usa, august 20-22, 2014., 2014, pp.",0.969725728
PRIZM.docx@Nxt.docx,"if the transaction was not included in the block before the transaction deadline, the transaction is removed from the network.","if a transaction has not been included in a block before the transaction deadline expires, the transaction is removed from the network.",0.96972543
Sport_and_Leisure.docx@AllSports.docx,"set the reserve price settled by ip tokens and the total amount of time; execute that to their authorized materials with a time share, so that cp can redeem them after purchase.","-­‐ set the reserve price settled by ip tokens and also the total amount of time; execute that to their authorised materials with a time share, so that cp can redeem them after purchase.",0.969324052
Sport_and_Leisure.docx@QunQun.docx,"the foundation (or its affiliates) may cease operations in a jurisdiction if regulatory actions, or changes to law or regulation, make it illegal to operate in such jurisdiction, or commercially undesirable to obtain the necessary regulatory approval(s) to operate in such jurisdiction.","the foundation (or its afﬁliates) may cease operations in a jurisdiction in the event that regulatory actions, or changes to law or regulation, make it illegal to operate in such jurisdiction, or commercially undesirable to obtain the necessary regulatory approval(s) to operate in such jurisdiction.",0.96931386
Skale.docx@RocketPool.docx,any such offer or solicitation would only be made by a confidential offering memorandum and in accordance with applicable securities and other laws.,any such offer or solicitation will be made only by means of a confidential offering memorandum and in accordance with the terms of all applicable securities and other laws.,0.96907264
Skale.docx@Traxia.docx,any such offer or solicitation would only be made by a confidential offering memorandum and in accordance with applicable securities and other laws.,any such offer or solicitation will be made only by means of a confidential offering memorandum and in accordance with the terms of all applicable securities and other laws.,0.96907264
Lunyr.docx@RocketPool.docx,any such offer or solicitation would only be made by a confidential offering memorandum and in accordance with applicable securities and other laws.,any such offer or solicitation will be made only by means of a confidential offering memorandum and in accordance with the terms of all applicable securities and other laws.,0.96907264
Lunyr.docx@Traxia.docx,any such offer or solicitation would only be made by a confidential offering memorandum and in accordance with applicable securities and other laws.,any such offer or solicitation will be made only by means of a confidential offering memorandum and in accordance with the terms of all applicable securities and other laws.,0.96907264
Sport_and_Leisure.docx@AllSports.docx,"advantages of blockchain technology
open, transparent and without tampering: blockchain technology can guarantee prediction participants (wallet address), prediction rules, betting, results and other information will be set out in an open, transparent and tamper-proof manner.","advantages of blockchain technology

open, transparent and without tampering: blockchain technology can guarantee prediction participants (wallet address), prediction rules, betting, results and otherinformationwillbesetoutinanopen,transparentandtamper-­‐proof manner.",0.968913853
LiquidApps.docx@WePower.docx,"the publication or distribution of this whitepaper does not imply that applicable laws, regulations, or rules have been complied with.","the publication, distribution or dissemination of the whitepaper do not imply that the applicable laws, regulatory requirements or rules have been complied with.",0.968853235
Qtum.docx@truebit.docx,"in proceedings of the 2016 acm sigsac conference on computer and communications security, ccs ’16, pages 17–30, new york, ny, usa, 2016. acm.","in proceedings of the 22nd acm sigsac conference on computer and communications security, ccs ’15, pages 680–691, new york, ny, usa, 2015. acm.",0.968381226
Sport_and_Leisure.docx@AllSports.docx,"it is envisaged that sport and leisure public blockchain would completely erase obsolete bad habits such as cheating, fraud, etc., as well as allegations faced by innocent online prediction platforms and the dealers.","it is envisaged that all sports public blockchain would completely erase obsolete bad habits such as cheating, fraud, etc., as well as allegations faced by innocent online prediction platforms and the dealers.",0.967933893
Crypterium.docx@NAGA.docx,"regulatory risks

the blockchain technology, including but not limited to the issue of tokens, may be a new concept in some jurisdictions, which may then apply existing regulations or introduce new regulations regarding blockchain technology-based applications, and such regulations may conflict with the current crpt smart contract setup and crpt token concept.","regulatory risks
blockchain technology, including but not limited to the issue of tokens, may be a new concept in some jurisdictions, which may then apply existing laws or introduce new regulations regarding blockchain technology-based applications, and such regulations may conflict with the current smart contract setup and token concept.",0.967809677
PRIZM.docx@Nxt.docx,"most trial blocks generated by hashing miners do not have this target number of zeros, so they make small changes and try again.","most trial blocks generated by a miner’s hashing effort don’t have this target number of zeros, so they make a slight change and try again.",0.967646241
PRIZM.docx@Nxt.docx,each node has built-in ddos protection mechanisms (distributed denial of services) that limit the number of network requests from any user to 30 per second.,each node features built-in ddos (distributed denial of services) defence mechanisms which restrict the number of network requests from any peer to 30 per second.,0.966953278
WePower.docx@MediBloc.docx,"the publication, distribution or dissemination of the whitepaper do not imply that the applicable laws, regulatory requirements or rules have been complied with.","the publication, distribution or
dissemination of this whitepaper does not imply that applicable laws or regulatory requirements have been complied with.",0.966426492
UNUS_SED_LEO.docx@INS.docx,"such forward-looking statements or information involve known and unknown risks and uncertainties, which may cause actual events to differ materially.",such forward-looking statements or information involve known and unknown risks and uncertainties which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements or information.,0.96585989
Sport_and_Leisure.docx@AllSports.docx,"tags will classify the behavior of users in an open and transparent manner, and users will obtain snl as incentives for positive behavior.","tags will classify the behavior of users in an open and transparent manner, and users will obtain soc as incentives for positive behaviour.",0.965512514
PRIZM.docx@Nxt.docx,andthese numbers are now going up the exponential growth curve as bitcoin marches from its current one transaction per second to its current maximum of seven trans­ actions per second.,and these numbers are currently headed upward in an exponential growth curve as bitcoin marches from its current one transaction per second to its current maximum of seven transactions per second.,0.965329766
Sport_and_Leisure.docx@AllSports.docx,"start-up members will work as a team to first develop applications such as information (contents) and community applications, ip asset trading, business applications such as prediction entertainment, live broadcast applications and wallet draft for open community review and subject to change.","start-­‐up members will work as a team to first develop applications such as information (contents) and community applications, ip asset trading, business applications such as prediction entertainment, live broadcast applications and wallet

applications, etc.",0.96477747
PRIZM.docx@Nxt.docx,"the maximum target value is 1,53722867x 1017, andtheminimum target value is half the base target value of the previous block.",the maximum target value is 1.53722867 x 1017 and the minimum target value is one half of the previous block’s base target value.,0.96445936
PRIZM.docx@Nxt.docx,"to participate in the forging process of a block, the active account cryptologically signs the previous generated block with its own public key.","to participate in the block forging process, an active account cryptographically signs the generation signature of the previous block with its own public key.",0.964394093
Sport_and_Leisure.docx@AllSports.docx,"with the help of mobile internet's capability, snl communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.","with the help of mobile internet's capability, social communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.",0.964182675
SwissBorg.docx@ArdCoin.docx,we encourage you to research all information provided on this site thoroughly with other advice out on the web and from other sources and weigh it to your particular circumstances to be applied accordingly.,"we strongly encourage you to research all information provided on our website thoroughly, along with other advice out on the web and from other sources and weigh it to your particular circumstances to be applied accordingly.",0.962918639
SwissBorg.docx@ArdCoin.docx,we encourage you to research all information provided on this site thoroughly with other advice out on the web and from other sources and weigh it to your particular circumstances to be applied accordingly.,"we strongly encourage you to research all information provided on our website thoroughly, along with other advice out on the web and from other sources and weigh it to your particular circumstances to be applied accordingly.",0.962918639
Sport_and_Leisure.docx@AllSports.docx,"the definition of value is based on output cost and profit return, which results in a ""factory-type"" centralized processing mode.","the definition of value is based on output cost and profit return, which results in a ""factory-­‐type"" centralised processing mode.",0.962878585
UNetwork.docx@Bodhi.docx,"the service condition is vested over four years, with the first 30% vested upon one-year anniversary of token issuance, second 30% vested on the second year monthly and the rest of 40% vested monthly thereafter, subject to continued employment.","the service condition is vested over four years, with the first 20% vested upon the completion of token issuance, second 20%

vested on the one-year anniversary of vesting commencement date and the rest of 60% vested monthly thereafter, subject to continued employment.",0.962805986
Tron.docx@Qtum.docx,"utxo




in the utxo model, it is possible to transparently trace back the history of each transaction through the public ledger.","in the utxo model, it is possible to transparently trace back the history of each transaction through the public ledger.",0.962801456
Sport_and_Leisure.docx@AllSports.docx,"economic system
party with ip assets
enroll in an asset distribution platform and then issue ip tokens which are named after the respective ip, in exchange for snl from supporters and fans.","economic system

party with ip assets

-­‐ enroll in an asset distribution platform and then issue ip tokens which are named

after the respective ip, in exchange for soc from supporters and fans.",0.962666392
PRIZM.docx@Nxt.docx,"blocks are linked by virtue of these links, creating a chain of blocks (and transactions) that can be traced back to the genesis block.","blocks are linked by virtue of these connections, creating a chain of blocks (and transactions) that can be traced all the
way back to the genesis block.",0.961706758
Silverway.docx@Envion.docx,such forward-looking statementsor information involve known and unknown risks and uncertaintieswhich may cause actual events or results todiffer materially from the estimates or the results implied or expressed in such forward-looking statements or information.,"such forward-looking statements or information concern known and unknown risks and uncertainties, which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements.",0.961433291
Sport_and_Leisure.docx@AllSports.docx,"cps
buy ip tokens on the asset trading platform and then bid for the ip authorizations on ip authorized transaction center, in order to be entitled to use that ip in their own products and services in order to achieve commercial realization.","cps

-­‐ buy ip tokens on the asset trading platform and then bid for the ip authorisations on ip authorised transaction centre, in order to be entitled to use that ip in their own products and services in order to achieve commercial realisation.",0.961223066
PRIZM.docx@Nxt.docx,"about of transactions per day

by the end of 2013, thenumber of transactions processed in the bitcoin network reached a maximum of 70,000 per day, which is about 0.8 transactions per second (tps).","transactions per day
in late 2013, the number of transactions being processed on the bitcoin network was peaking at 70,000 per day, which is about 0.8 transactions per second (tps).",0.961154819
QASH.docx@WePower.docx,"market and industry information


this whitepaper includes market and industry information and forecasts that have been obtained from internal surveys, reports and studies, where appropriate, as well as market research, publicly available information and industry publications.","this whitepaper includes market and industry information and forecasts that have been obtained from internal surveys, reports and studies, where appropriate, as well as market research, publicly available information and industry publications.",0.961069047
Sport_and_Leisure.docx@AllSports.docx,ip authorized transaction center: ip asset owners set the reserve price settled in ip tokens in minutes to derive the total amount of time.,ip authorised transaction centre: ip asset owners set the reserve price settled in ip tokens in minutes so as to derive the total amount of time.,0.960681558
LiquidApps.docx@MediBloc.docx,"the publication or distribution of this whitepaper does not imply that applicable laws, regulations, or rules have been complied with.","the publication, distribution or
dissemination of this whitepaper does not imply that applicable laws or regulatory requirements have been complied with.",0.959792018
Levolution.docx@INS.docx,"moreover, any third party that gains access to such private key(s), including by gaining access to login credentials of a hosted wallet or vault service purchaser uses, may be able to misappropriate purchaser’s tokens.","moreover, any third party that gains access to such private keys, including by gaining access to login credentials of a hosted wallet or vault service the token holder uses, may be able to misappropriate the token holder’s ins tokens.",0.958723545
BitbookGambling.docx@CertifiedDiamondNetwork.docx,"nothing in this whitepaper shall be deemed to constitute a prospectus of any sort of a solicitation for investment, nor does it, in any way, pertain to an oﬀering or a solicitation to buy any securities in any jurisdiction.","nothing in this whitepaper shall be deemed to constitute a prospectus of any sort or solicitation for investment, nor does it in any way pertain to an o° ering or a solicitation of an o° er to buy any securities in any jurisdiction.",0.958672523
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation's aim is to create a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-­‐based applications in the sports industry.",0.958603501
Silverway.docx@BitbookGambling.docx,such forward-looking statementsor information involve known and unknown risks and uncertaintieswhich may cause actual events or results todiffer materially from the estimates or the results implied or expressed in such forward-looking statements or information.,such statements or information involve known and unknown risks and uncertainties which may cause actual events or results to diﬀer materially from the estimates or the results implied or expressed in such forward-looking statements.,0.958412111
Sport_and_Leisure.docx@AllSports.docx,"third-party vendor access: for sport and leisure prediction providers worldwide, game makers and other non-blockchain online prediction platforms around the world, sport and leisure public blockchain provides smart contract templates and frameworks, application components, customized apis and sdks to reduce the threshold of online prediction game development.","third-­‐party vendor access: for all sports prediction providers worldwide, game makers and other non-­‐blockchain online prediction platforms around the world, all sports public blockchain provides smart contract templates and frameworks, application components, customised apis and sdks to reduce the threshold of online prediction game development.",0.95809859
PRIZM.docx@Nxt.docx,"wallet.dat

bitcoin and related currencies often use an encrypted file, under the name and wallet, to store generated addresses for receiving coins.","wallet.dat bitcoin and related currencies often use an encrypted file, called a wallet, to store generated addresses for receiving tokens.",0.957722008
Verge.docx@ColossusXT.docx,this provides the benefit of permitting i2p to dynamically route around congestion and service interruptions in a manner similar to the internet's ip routing.,"this has the benefit of permitting i2p to dynamically route around congestion and service interruptions in a manner similar to the internet’s ip routing, providing a higher level of reliability and redundancy to the network itself.",0.957436204
PRIZM.docx@Nxt.docx,"the current standard bitcoin block size of one megabyte, generated (on average) every ten minutes on the""full"" site ofcustomers, limits the maximum bandwidth ofthe existingbitcoin network to about 7 tps.","the current bitcoin standard block size of one megabyte, generated every ten minutes (on average) by “full node” clients, limits the maximum capacity of the current bitcoin network to a about 7 tps.",0.956620216
CelerNetwork-Whitepaper.docx@CloakCoin.docx,"the encrypted data is transmitted through a series of network nodes called onion nodes, each of which “peels” away a single layer, uncovering the data’s next destination.","the encrypted data is transmitted through a series of network nodes called onion routers, each of which “peels” away a single layer, uncovering the data’s next destination.",0.956223488
Celer.docx@CloakCoin.docx,"the encrypted data is transmitted through a series of network nodes called onion nodes, each of which “peels” away a single layer, uncovering the data’s next destination.","the encrypted data is transmitted through a series of network nodes called onion routers, each of which “peels” away a single layer, uncovering the data’s next destination.",0.956223488
Lunyr.docx@RocketPool.docx,"any such offer or solicitation would only be made by a confidential offering memorandum and in accordance with applicable
securities and other laws.",any such offer or solicitation will be made only by means of a confidential offering memorandum and in accordance with the terms of all applicable securities and other laws.,0.956121087
Lunyr.docx@Traxia.docx,"any such offer or solicitation would only be made by a confidential offering memorandum and in accordance with applicable
securities and other laws.",any such offer or solicitation will be made only by means of a confidential offering memorandum and in accordance with the terms of all applicable securities and other laws.,0.956121087
Sport_and_Leisure.docx@AllSports.docx,"the sport and leisure team has done much work in terms of project design, resource organization, incubation of the pre-commercial environment and various other aspects, and continuously input manpower resources, intelligence and material inputs in shaping the ecosystem.","the all sports team has done much work in terms of project design, resource organisation, incubation of the pre-­‐commercial environment and various other aspects, and continuously input manpower resources, intelligence and material inputs in shaping the ecosystem.",0.955966592
PRIZM.docx@Nxt.docx,"as a result, the cost to attack the peercoin network is low, since the intruders can con­ tinue to try to generate blocks (called grinding the steak) until then, until they are successful.","as a result, the cost to attack the peercoin network is low, since attackers can keep attempting to generate blocks (referred to as grinding stake) until they succeed.",0.955031633
Sport_and_Leisure.docx@AllSports.docx,the world's top providers of sports prediction information and services will be able to gain access to sport and leisure prediction entertainment platform.,the world's top providers of sports prediction information and services will be able to gain access to all sports prediction entertainment platform.,0.955019116
TimeNewBank.docx@Cortex.docx,"an early bitcoin adopter, he started coinlock for micropayment content delivery and has spent the last five years building smart contract, distributed ledger and tokenization systems at ember financial.","an early bitcoin adopter, he founded coinlock for
encrypted micro-payment content delivery and has spent the last five years building smart contract and distributed ledger systems at ember financial.",0.954477072
SunContract.docx@DeepOnion.docx,"decentralization 
decentralization is the process of redistributing or dispersing functions, powers, people or things away from a central location or authority .","decentralization

decentralization is the process of dispersing or distributing powers, functions, people, or things away from the authority or central location [5].",0.954371154
Verge.docx@ColossusXT.docx,"lastly, i2p establishes two independent simplex
tunnels for traffic to traverse the network to and from each host as opposed to tor's formation of a single duplex circuit (see figure 1.1).","finally, i2p establishes two independent simplex tunnels for traffic to traverse the network to and from each host as opposed to tor’s formation of a single duplex circuit.",0.953959048
Sport_and_Leisure.docx@AllSports.docx,"in cps mode, the final effect of realization is mastered in the traffic or cp side with a risk of deduction, which makes it hard to promote the cooperation.","in cps mode, the final effect of realisation is mastered in the traffic or cp side with a risk of deduction, which makes it hard to promote the cooperation.",0.953547895
Qtum.docx@truebit.docx,"in proceedings of the 2016 acm sigsac conference on computer and communications security, ccs ’16, pages 17–30, new york, ny, usa, 2016. acm.","in proceedings of the 22nd acm sigsac conference on computer and communications security (ccs 2015), pages 706–719, new york, ny, usa, 2015. acm.",0.953475237
QuarkChain.docx@Carry.docx,"the distribution or dissemination of this whitepaper or any part thereof may be prohibited or restricted by thelaws, regulatory requirements and rules of any jurisdiction.","restrictions on distribution and dissemination
the distribution or dissemination of this whitepaper or any part thereof may be prohibited or restricted by the laws or regulatory requirements of any jurisdiction.",0.953076243
Nebulas.docx@Levolution.docx,regulatory licences and/or approvals are likely to be required in a number of relevant jurisdictions in which relevant activities may take place.,"regulatory licenses and/ or approvals are potentially to be required in a number of relevant jurisdictions in which relevant activities
may take place.",0.952702999
QuarkChain.docx@Zebi.docx,"the distribution or dissemination of this whitepaper or any part thereof may be prohibited or restricted by thelaws, regulatory requirements and rules of any jurisdiction.","restrictions on distribution and dissemination
the distribution or dissemination of this whitepaper or any part thereof may be prohibited or restricted by the laws, regulatory requirements and rules of any jurisdiction.",0.952318788
BitbookGambling.docx@INS.docx,such statements or information involve known and unknown risks and uncertainties which may cause actual events or results to diﬀer materially from the estimates or the results implied or expressed in such forward-looking statements.,such forward-looking statements or information involve known and unknown risks and uncertainties which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements or information.,0.951818883
Unibright.docx@QASH.docx,it does not constitute or relate in any way nor should it be considered as an offering of securities in any jurisdiction.,they do not constitute or relate in any way nor should they be considered as an offering of securities in any jurisdiction.,0.950916052
QASH.docx@Traxia.docx,they do not constitute or relate in any way nor should they be considered as an offering of securities in any jurisdiction.,it does not constitute or relate in any way nor should it be considered as an offering of securities in any jurisdiction.,0.950916052
QASH.docx@Datum.docx,they do not constitute or relate in any way nor should they be considered as an offering of securities in any jurisdiction.,it does not constitute or relate in any way nor should it be considered as an offering of securities in any jurisdiction.,0.950916052
RealTract.docx@Burst.docx,"a smart contract is a special protocol intended to contribute, verify or implement the negotiation or performance of the contract.","a smart contract is a procedural way, usually done by a computer program, to facilitate, verify, or enforce the negotiation




or performance of a contract.",0.950787067
Sport_and_Leisure.docx@Egretia.docx,"the contributions in the token sale will be held by the foundation (or its affiliate) after the token sale, and contributors will have no economic or legal right over or beneficial interest in these contributions or the assets of that entity after the token sale.","the contributions in the token sale will be held by the distributor (or its affiliate) after the token sale, and contributors will have no economic or legal right over or beneficial interest in these contributions or the assets of that entity after the token sale.",0.950049996
AllSports.docx@Egretia.docx,"the contributions in the token sale will be held by the foundation (or its affiliate) after the token sale, and contributors will have no economic or legal right over or beneficial interest in these contributions or the assets of that entity after the token sale.","the contributions in the token sale will be held by the distributor (or its affiliate) after the token sale, and contributors will have no economic or legal right over or beneficial interest in these contributions or the assets of that entity after the token sale.",0.950049996
MakerDAO.docx@Dai.docx,"once generated, bought, or received, dai can be used in the same manner as any other cryptocurrency: it can be sent to others, used as payments for goods and services, and even held as savings through a feature of the maker protocol called the (dsr).","once generated, dai can be used in the same manner as any other cryptocurrency: it can be freely sent to others, used as payments for goods and services, or held as long term savings.",0.949198961
Primas.docx@Nework.docx,"in addition to risks already described in this white paper, there are other risks that are not yet mentioned or not anticipated by the founding team.","other risks unknown to date

in addition to the risks mentioned in this white paper, there are other risks not yet mentioned or unexpected by the founding team.",0.948642015
Silverway.docx@INS.docx,"this document is notcomposedin accordancewith, and is notsubject to, laws or regulations of any jurisdiction which prohibits or in any manner restricts transactions in respect of, or with use of, digital tokens.","this document is not composed in accordance with, and is not subject to, laws or regulations of any jurisdiction which prohibits or in any manner restricts transactions in respect of, or with use of, digital tokens.",0.948214173
PRIZM.docx@Nxt.docx,"blockchain size

the bitcoin blockchain is a complete sequential collection of the generated data blocks containing the e-book registers all bitcoin transactions that have taken place since its launch in january 2009th.","blockchain size
the bitcoin blockchain is the complete sequential collection of generated data blocks containing the electronic ledger book for all bitcoin transactions occurring since its launch in january 2009. four years later in january 2013, the size of the bitcoin blockchain stood at 4 gigabytes (gb) – about the amount of data required to store a two hour movie on a dvd disk.",0.948013842
Envion.docx@UNUS_SED_LEO.docx,"such forward-looking statements or information concern known and unknown risks and uncertainties, which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements.","such forward-looking statements or information involve known and unknown risks and uncertainties, which may cause actual events to differ materially.",0.947992384
BitbookGambling.docx@EXMR_FDN.docx,such statements or information involve known and unknown risks and uncertainties which may cause actual events or results to diﬀer materially from the estimates or the results implied or expressed in such forward-looking statements.,such statements or information are related to known and unknown risks and uncertainties that could cause actual results or events to differ materially from the estimates or results expressed in such implied or prospective statements.,0.947425127
PRIZM.docx@Nxt.docx,"peercoin minimizes these and other risks by centrally publishing block­ chain checkpoints several times a day to ""freeze"" the blockchain and block transac­ tions.","peercoin minimizes these and other risks by centrally broadcasting blockchain checkpoints several times a day, to ""freeze"" the blockchain and lock in transactions[11].",0.946403801
Sport_and_Leisure.docx@AllSports.docx,"the foundation and the sport and leisure team do not and do not purport to make, and hereby disclaims, all representations, warranties or undertaking to any entity or person.","the foundation and the all sports team do not and do not purport to make, and hereby disclaims, all representations, warranties or undertaking to any entity or person.",0.945960641
GreenPower.docx@BitShares.docx,"the bitshares blockchain makes use of a lesser-known consensus mechanism called delegated proof-of-stake (dpos) that was developed specifically to replace the wasteful ""mining"" process, increase throughput and reduce reaction times of the blockchain.","the bitshares blockchain makes use of an algorithm called delegated proof of stake (dpos) that was developed specifically to replace the wasteful ’mining’ process, increase throughput and reduce reaction times of the



blockchain.",0.945510149
QASH.docx@Ardor.docx,they do not constitute or relate in any way nor should they be considered as an offering of securities in any jurisdiction.,it does not constitute or relate in any way nor should be considered as an offering of securities in any jurisdiction.,0.945404232
Envion.docx@CertifiedDiamondNetwork.docx,its sole purpose is to provide relevant and reasonable information to potential token holders in order for them to determine whether to undertake a thorough analysis of the company with the intent of acquiring evn tokens.,its sole purpose is to provide relevant and reasonable information to potential token holders in order for them to determine whether to undertake a thorough analysis with the intent of acquiring tokens.,0.944488764
Sport_and_Leisure.docx@AllSports.docx,attract ip supporters and fans to their own products and services so that precise promotion and the empowerment of ip can be achieved.,-­‐ attract ip supporters and fans to their own products and services so that precise promotion and the empowerment of ip can be achieved.,0.944367468
Envion.docx@EXMR_FDN.docx,"such forward-looking statements or information concern known and unknown risks and uncertainties, which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements.",such statements or information are related to known and unknown risks and uncertainties that could cause actual results or events to differ materially from the estimates or results expressed in such implied or prospective statements.,0.944172323
PRIZM.docx@Nxt.docx,"problems of centralization


the complexity increase and combined hash rate for bitcoin has created a high barrier to entry for newcomers, and lower profits for existing mining installations.","centralization concerns
the increasing difficulty42 and combined network hashrate43 for bitcoin has created a high barrier to entry for newcomers, and diminished returns for existing mining rigs.",0.942487538
PRIZM.docx@Nxt.docx,"the address space for public keys (2256) is larger than the address space for account numbers (264), so there is no one-to-one matching of code words to account numbers and possible collisions.","the address space for public keys (2256) is larger than the address space for account numbers (264), so there is no one-to-one mapping of passphrases to account numbers and collisions are possible.",0.942367315
Envion.docx@BitbookGambling.docx,"such forward-looking statements or information concern known and unknown risks and uncertainties, which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements.",such statements or information involve known and unknown risks and uncertainties which may cause actual events or results to diﬀer materially from the estimates or the results implied or expressed in such forward-looking statements.,0.941908777
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.94178915
Carry.docx@LUXCoin.docx,"if you are in any doubt as to the action you should take, please consult your legal, financial, tax or other professional advisor(s).","if you are in any doubt as to the action you should take, you should consult your legal, financial, tax, or other professional advisor(s).",0.941045046
Carry.docx@LUXCoin.docx,"if you are in any doubt as to the action you should take, please consult your legal, financial, tax or other professional advisor(s).","if you are in any doubt as to the action you should take, you should consult your legal, financial, tax, or other professional advisor(s).",0.941045046
IHTRealEstateProtocol.docx@UNUS_SED_LEO.docx,"nothing in this white paper shall be deemed to constitute a prospectus of any sort or a solicitation for investment, nor does it in any way pertain to an offering or a solicitation of an offer to buy any securities in any jurisdiction.","nothing in this document shall be deemed to constitute a prospectus of any sort or a solicitation for investment, nor does it in any way pertain to an offering or a solicitation of an offer to buy any securities in any jurisdiction.",0.940723419
Silverway.docx@UNUS_SED_LEO.docx,"nothing in this white paper shall be deemed to constitute a prospectus of any sort or a solicitation for investment, nor does it in any way pertain to an offering or a solicitation of an offer to buy any securities in any jurisdiction.","nothing in this document shall be deemed to constitute a prospectus of any sort or a solicitation for investment, nor does it in any way pertain to an offering or a solicitation of an offer to buy any securities in any jurisdiction.",0.94072336
UNUS_SED_LEO.docx@INS.docx,"nothing in this document shall be deemed to constitute a prospectus of any sort or a solicitation for investment, nor does it in any way pertain to an offering or a solicitation of an offer to buy any securities in any jurisdiction.","nothing in this white paper shall be deemed to constitute a prospectus of any sort or a solicitation for investment, nor does it in any way pertain to an offering or a solicitation of an offer to buy any securities in any jurisdiction.",0.94072336
