Unnamed: 0,key,query,source,score
2291,Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.904644728
2278,Sport_and_Leisure.docx@AllSports.docx,"technical realization
blockchain technology is used to record all trading information and user information on the open all snl token platform in a native decentralized ledger.","technical realisation

blockchain technology is used to record all trading information and user information on the open all sports platform in a native decentralised ledger.",0.895512223
2243,Sport_and_Leisure.docx@AllSports.docx,"supporters and fans can trade ip tokens on the trading platform with snl, to bring the price of ip assets in line with the market.","supporters and fans are able to trade ip tokens on the trading platform with soc, to bring the price of ip assets in line with the market.",0.894091964
2292,Sport_and_Leisure.docx@AllSports.docx,"all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralized, globalized sport and leisure blockchain platform which is deeply rooted in the sports industry ecosystem, enabling freeflow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.89309299
2214,Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.89049387
2145,Sport_and_Leisure.docx@AllSports.docx,"all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralized, globalized sport and leisure blockchain platform which is deeply rooted in the sports industry ecosystem, enabling freeflow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation's aim is to create a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-­‐based applications in the sports industry.",0.885206103
2118,Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.",0.882188022
2293,Sport_and_Leisure.docx@AllSports.docx,"foundation structure
the foundation structure of sport and leisure public blockchain foundation includes operational processes and protocols for everyday work and special situations.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.880803704
2213,Sport_and_Leisure.docx@AllSports.docx,"section 3: sport and leisure public blockchain and snl
abstract
sport and leisure public blockchain uses snl as the medium to combine sports industry and the application and business environment of sports ecosystem chain by blockchain technology.","section 3: all sports public blockchain and soc

abstract

all sports public blockchain uses soc as the medium to combine sports industry and the application and business environment of sports ecosystem chain by blockchain technology.",0.87448585
2305,Sport_and_Leisure.docx@AllSports.docx,"other risks
in addition to the risks, there are other risks (as more particularly set out in the token purchase agreement) with your purchase, holding and use of snl, including those that the foundation cannot anticipate.","other risks

in addition to the aforementioned risks, there are other risks (as more particularly set out in the token purchase agreement) associated with your purchase, holding and use of soc, including those that the foundation cannot anticipate.",0.872629881
2274,Sport_and_Leisure.docx@AllSports.docx,all games and apps provided by cps and the props and functions in these games use snl for open and transparent pricing.,"all games and apps provided by cps -­‐ and also the props and functions in these games
-­‐ use soc for open and transparent pricing.",0.868791938
2307,Sport_and_Leisure.docx@AllSports.docx,"you should conduct full due diligence on the foundation (and its affiliates), the sport and leisure team, understand the overall framework and vision for the all snl token platform prior to purchasing snl.","you should conduct full due diligence on the foundation (and its affiliates), the all sports team, understand the overall framework and vision for the all sports platform prior to purchasing soc.",0.868250251
2215,Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.863575637
2258,Sport_and_Leisure.docx@AllSports.docx,"prediction and entertainment platform
sport and leisure prediction and entertainment platform is a set of ecosystem services built on the all snl token platform, public blockchain and snl.","prediction and entertainment platform

all sports prediction and entertainment platform is a set of ecosystem services built on the all sports platform, public blockchain and soc.",0.863518357
2289,Sport_and_Leisure.docx@AllSports.docx,"at the same time, third-party service providers can support snl through their sdks or apis on their own web-based platforms.","at the same time, third-­‐party service providers can support soc through their sdks or apis on their own web-­‐based platforms.",0.861585498
2132,Sport_and_Leisure.docx@AllSports.docx,these forward-looking statements are applicable only as of the date of this whitepaper and the foundation and the sport and leisure team expressly disclaims any responsibility (whether express or implied) to release any revisions to these forward-looking statements to reflect events after such date.,theseforward-­‐lookingstatementsareapplicableonlyasofthedateofthis whitepaper and the foundation and the all sports team expressly disclaims any responsibility (whether express or implied) to release any revisions to these forward-­‐ looking statements to reflect events after such date.,0.85180372
2267,Sport_and_Leisure.docx@AllSports.docx,"also, as it is based on a completely open and transparent environment that is supervised by the public, all snl token platform aims to rebuild the reputation of the sports prediction industry, enhancing participants' contractual spirit and maintaining a good platform order.","also, as it is based on a completely open and transparent environment that is supervised by the public, all sports platform aims to rebuild the reputation of the sports prediction industry, enhancing participants' contractual spirit and maintaining a good platform order.",0.850857794
2136,Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","all sports public blockchain makes use of blockchain technology, which combines application and business situations of sports industry and sports ecosystem chain, and will issue its native cryptographic token all sports coin (soc) for use on the all sports public blockchain.",0.85061121
2297,Sport_and_Leisure.docx@AllSports.docx,"section 8: token release plan
963,252,000 snl will be issued in total, and distributed as follows:
maximum of 25% of snl issued will be sold in the private sale, to a maximum of 149 purchasers.","update the plan and timetable in 2018/2/7



section 8: token release plan

1.5 billion soc will be issued in total, and distributed as follows:

40% of soc issued (600 million) will be sold in the private sale, to a maximum of 149 purchasers.",0.848923683
2218,Sport_and_Leisure.docx@AllSports.docx,"in particular, you understand and accept that snl:
is non-refundable cannot be exchanged for cash (or its equivalent value in any other virtual currency) or any payment obligation by the foundation or any affiliate;
does not represent or confer on the token holder any right of any form with respect to the foundation (or any of its affiliates) or its revenues or assets, including without limitation any right to receive future revenue, shares, ownership right or stake, share or security, any voting, distribution, redemption, liquidation, proprietary (including all forms of intellectual property), or other financial or legal rights or equivalent rights, or intellectual property rights or any other form of participation in or relating to the all snl token platform, the foundation and/or its service providers;
is not intended to be a representation of money (including electronic money), security, commodity, bond, debt instrument or any other kind of financial instrument or investment;
is not a loan to the foundation or any of its affiliates, is not intended to represent a debt owed by the foundation or any of its affiliates, and there is no expectation of profit; and
does not provide the token holder with any ownership or other interest in the foundation or any of its affiliates.","in particular, you understand and accept that soc:

is non-­‐refundable cannot be exchanged for cash (or its equivalent value in any other virtual currency) or any payment obligation by the foundation or any affiliate;
does not represent or confer on the token holder any right of any form with respect to the foundation (or any of its affiliates) or its revenues or assets, including without limitation any right to receive future revenue, shares, ownership right or stake, share or security, any voting, distribution, redemption, liquidation, proprietary (including all forms of intellectual property), or other financial or legal rights or equivalent rights, or intellectual property rights or any other form of participation in or relating to the all sports platform, the foundation and/or its service providers;
is not intended to be a representation of money (including electronic money), security, commodity, bond, debt instrument or any other kind of financial instrument or investment;
is not a loan to the foundation or any of its affiliates, is not intended to represent a debt owed by the foundation or any of its affiliates, and there is no expectation of profit; and
does not provide the token holder with any ownership or other interest in the foundation or any of its affiliates.",0.848175704
2236,Sport_and_Leisure.docx@AllSports.docx,"economic system
party with ip assets
enroll in an asset distribution platform and then issue ip tokens which are named after the respective ip, in exchange for snl from supporters and fans.",ip asset distribution platform (primary market): a platform to first release the ip assets and distribute them through the form of additional ip token.,0.841305494
2248,Sport_and_Leisure.docx@AllSports.docx,ip asset distribution platform (primary market): a platform to first release the ip assets and distribute them through the form of additional ip token.,"economic system

party with ip assets

-­‐ enroll in an asset distribution platform and then issue ip tokens which are named

after the respective ip, in exchange for soc from supporters and fans.",0.835922301
2155,Sport_and_Leisure.docx@AllSports.docx,"sports information & community
the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.","with the help of mobile internet's capability, social communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.",0.828055978
2124,Sport_and_Leisure.docx@AllSports.docx,"nothing contained in this whitepaper is or may be relied upon as a promise, representation or undertaking as to the future performance of the all snl token platform.","nothing contained in this whitepaper is or may be relied upon as a promise, representation or undertaking as to the future performance of the all sports platform.",0.825771093
2137,Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","all sports public blockchain makes use of blockchain technology, which combines application and business situations of sports industry and sports ecosystem chain, and will issue its native cryptographic token all sports coin (soc) for use on the all sports public blockchain.",0.824858129
2129,Sport_and_Leisure.docx@AllSports.docx,"the agreement for sale and purchase of snl shall be governed by a separate set of terms and conditions or token purchase agreement (as the case may be) setting out the terms of such purchase (the token purchase agreement), which shall be separately provided to you or made available at in the event of any inconsistencies between the token purchase agreement and this whitepaper, the token purchase agreement shall prevail.","the agreement for sale and purchase of soc shall be governed by a separate set of terms and conditions or token purchase agreement (as the case may be) setting out the terms of such purchase (the token purchase agreement), which shall be separately provided to you or made available at in the event of any inconsistencies between the token purchase agreement and this whitepaper, the token purchase agreement shall prevail.",0.818794727
2148,Sport_and_Leisure.docx@AllSports.docx,"4 – copyright protected by snltoken.io development team – version 1.4


section 2: background introduction and market opportunity
background
in 2018 the annual output value of global sports industry is nearly 2 trillion u.s. dollars, including various categories such as competitive sports, recreational sports and emerging e-sports.","section 2: background introduction and market opportunity

background

in 2017 the annual output value of global sports industry is nearly 2 trillion u.s. dollars, including various categories such as competitive sports, recreational sports and emerging e-­‐sports.",0.818514109
2220,Sport_and_Leisure.docx@AllSports.docx,"to the extent a secondary market or exchange for trading snl does develop, it would be run and operated wholly independently of the foundation, the sale of snl and the all snl token platform.","to the extent a secondary market or exchange for trading soc does develop, it would be run and operated wholly independently of the foundation, the sale of soc and the all sports platform.",0.815482616
2304,Sport_and_Leisure.docx@AllSports.docx,"security weaknesses
hackers or other malicious groups or organizations may attempt to interfere with snl and/or the all snl token platform in a variety of ways, including, but not limited to, malware attacks, denial of service attacks, consensus-based attacks, sybil attacks, smurfing and spoofing.","security weaknesses

hackers or other malicious groups or organisations may attempt to interfere with soc and/or the all sports platform in a variety of ways, including, but not limited to, malwareattacks,denialofserviceattacks,consensus-­‐basedattacks,sybilattacks, smurfing and spoofing.",0.815439582
2301,Sport_and_Leisure.docx@AllSports.docx,"it is impossible to predict how, when or whether regulatory agencies may apply existing regulations or create new regulations with respect to such technology and its applications, including snl and/or the all snl token platform.","it is impossible to predict how, when or whether regulatory agencies may apply existing regulations or create new regulations with respect to such technology and its applications, including soc and/or the all sports platform.",0.811824977
2216,Sport_and_Leisure.docx@AllSports.docx,"the all snl token platform aims to use blockchain technology to provide open platform services for decentralized sports ecosystem chain, giving all business participants transparent application development services and business realizations through operation of blockchain ecosystem chain and tokenization of assets in order to achieve business goals.","the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.811597049
2254,Sport_and_Leisure.docx@AllSports.docx,"supporters and fans can trade ip tokens on the trading platform with snl, to bring the price of ip assets in line with the market.","supporters and fans

-­‐ buy and sell ip tokens on asset trading platforms through soc held, and potentially share in the value of the underlying ip.",0.810594082
2127,Sport_and_Leisure.docx@AllSports.docx,"prospective purchasers of snl should carefully consider and evaluate all risks and uncertainties (including financial and legal risks and uncertainties) with the snl token sale, the foundation and the team.","prospective purchasers of soc should carefully consider and evaluate all risks and uncertainties (including financial and legal risks and uncertainties) associated with the soc token sale, the foundation and the all sports team.",0.806296229
2138,Sport_and_Leisure.docx@AllSports.docx,"snl public blockchain makes use of blockchain technology, which combines application and business situations of sports and leisure industry and sports ecosystem chain and will issue its native cryptographic token snl token (snl) for use on the sport and leisure public blockchain.","all sports public blockchain makes use of blockchain technology, which combines application and business situations of sports industry and sports ecosystem chain, and will issue its native cryptographic token all sports coin (soc) for use on the all sports public blockchain.",0.806040585
2152,Sport_and_Leisure.docx@AllSports.docx,"sports information & community
the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.","with the development and growth of internet, especially of mobile internet, sports industry has been massively migrating from traditional channels to mobile internet and expanded continuously through the mobile internet.",0.804745197
2168,Sport_and_Leisure.docx@AllSports.docx,"with the help of mobile internet's capability, snl communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.","sports information & community

the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.",0.80420512
2131,Sport_and_Leisure.docx@AllSports.docx,"you are cautioned not to place undue reliance on these forward-looking statements given that these statements involve known and unknown risks, uncertainties and other factors that may cause the actual future results draft for open community review and subject to change.","you are cautioned not to place undue reliance on theseforward-­‐lookingstatementsgiventhatthesestatementsinvolveknownand unknown risks, uncertainties and other factors that may cause the actual future results

to be materially different from that described by such forward-­‐looking statements.",0.803995609
2156,Sport_and_Leisure.docx@AllSports.docx,"5 – copyright protected by snltoken.io development team – version 1.4

sponsored derivatives (based on ip licensing) as well as sports betting have become the two largest sources of commercial revenue for sports industry.",sponsored derivatives (based on ip licensing) as well as sports betting have become the two largest sources of commercial revenue for sports industry.,0.802344739
